Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceding,Following,Space_Headway,Time_Headway
1,12,884,1113433136100,16.884,48.213,6042842.116,2133117.662,14.3,6.4,2,12.5,0,2,0,0,0,0
1,13,884,1113433136200,16.938,49.463,6042842.012,2133118.909,14.3,6.4,2,12.5,0,2,0,0,0,0
1,14,884,1113433136300,16.991,50.712,6042841.908,2133120.155,14.3,6.4,2,12.5,0,2,0,0,0,0
1,15,884,1113433136400,17.045,51.963,6042841.805,2133121.402,14.3,6.4,2,12.5,0,2,0,0,0,0
1,16,884,1113433136500,17.098,53.213,6042841.701,2133122.649,14.3,6.4,2,12.5,0,2,0,0,0,0
1,17,884,1113433136600,17.151,54.463,6042841.597,2133123.895,14.3,6.4,2,12.49,-0.09,2,0,0,0,0
1,18,884,1113433136700,17.204,55.712,6042841.493,2133125.142,14.3,6.4,2,12.48,-0.08,2,0,0,0,0
1,19,884,1113433136800,17.257,56.956,6042841.389,2133126.389,14.3,6.4,2,12.52,0.55,2,0,0,0,0
1,20,884,1113433136900,17.33,58.199,6042841.306,2133127.628,14.3,6.4,2,12.67,2.21,2,0,0,0,0
1,21,884,1113433137000,17.289,59.463,6042841.107,2133128.871,14.3,6.4,2,13,4.43,2,0,0,0,0
1,22,884,1113433137100,17.197,60.776,6042840.852,2133130.155,14.3,6.4,2,13.49,5.64,2,0,0,0,0
1,23,884,1113433137200,17.027,62.157,6042840.51,2133131.507,14.3,6.4,2,13.98,4.77,2,0,0,0,0
1,24,884,1113433137300,16.863,63.592,6042840.166,2133132.922,14.3,6.4,2,14.36,2.84,2,0,0,0,0
1,25,884,1113433137400,16.752,65.054,6042839.872,2133134.362,14.3,6.4,2,14.58,1.17,2,0,0,0,0
1,26,884,1113433137500,16.731,66.526,6042839.67,2133135.799,14.3,6.4,2,14.64,0.08,2,0,0,0,0
1,27,884,1113433137600,16.682,67.993,6042839.442,2133137.232,14.3,6.4,2,14.62,-0.4,2,0,0,0,0
1,28,884,1113433137700,16.632,69.455,6042839.214,2133138.665,14.3,6.4,2,14.59,-0.54,2,0,0,0,0
1,29,884,1113433137800,16.583,70.913,6042838.987,2133140.098,14.3,6.4,2,14.52,-0.69,2,0,0,0,0
1,30,884,1113433137900,16.528,72.367,6042838.753,2133141.539,14.3,6.4,2,14.38,-1.71,2,0,0,0,0
1,31,884,1113433138000,16.478,73.809,6042838.525,2133142.971,14.3,6.4,2,14.13,-3.49,2,0,0,0,0
1,32,884,1113433138100,16.453,75.21,6042838.328,2133144.363,14.3,6.4,2,13.75,-4.36,2,0,0,0,0
1,33,884,1113433138200,16.462,76.559,6042838.171,2133145.699,14.3,6.4,2,13.37,-3.51,2,0,0,0,0
1,34,884,1113433138300,16.495,77.867,6042838.044,2133146.993,14.3,6.4,2,13.11,-1.72,2,0,0,0,0
1,35,884,1113433138400,16.534,79.159,6042837.924,2133148.279,14.3,6.4,2,13,-0.3,2,0,0,0,0
1,36,884,1113433138500,16.567,80.454,6042837.797,2133149.573,14.3,6.4,2,12.98,0.16,2,0,0,0,0
1,37,884,1113433138600,16.601,81.754,6042837.671,2133150.867,14.3,6.4,2,13,0.07,2,0,0,0,0
1,38,884,1113433138700,16.634,83.054,6042837.544,2133152.162,14.3,6.4,2,13,0,2,0,0,0,0
1,39,884,1113433138800,16.667,84.354,6042837.417,2133153.456,14.3,6.4,2,13,0,2,0,0,0,0
1,40,884,1113433138900,16.701,85.654,6042837.291,2133154.75,14.3,6.4,2,13,0,2,0,0,0,0
1,41,884,1113433139000,16.734,86.954,6042837.164,2133156.044,14.3,6.4,2,13,0,2,0,0,0,0
1,42,884,1113433139100,16.767,88.254,6042837.037,2133157.339,14.3,6.4,2,13,0,2,0,0,0,0
1,43,884,1113433139200,16.801,89.554,6042836.911,2133158.633,14.3,6.4,2,13,0,2,0,0,0,0
1,44,884,1113433139300,16.834,90.854,6042836.784,2133159.927,14.3,6.4,2,13,0,2,0,0,0,0
1,45,884,1113433139400,16.869,92.154,6042836.658,2133161.221,14.3,6.4,2,13,0,2,0,0,0,0
1,46,884,1113433139500,16.902,93.454,6042836.531,2133162.516,14.3,6.4,2,13,0,2,0,0,0,0
1,47,884,1113433139600,16.935,94.754,6042836.404,2133163.81,14.3,6.4,2,13,0,2,0,0,0,0
1,48,884,1113433139700,16.969,96.054,6042836.278,2133165.104,14.3,6.4,2,13,0,2,0,0,0,0
1,49,884,1113433139800,17.002,97.354,6042836.151,2133166.398,14.3,6.4,2,13,0,2,0,0,0,0
1,50,884,1113433139900,17.036,98.654,6042836.025,2133167.693,14.3,6.4,2,13,0,2,0,0,0,0
1,51,884,1113433140000,17.069,99.954,6042835.898,2133168.987,14.3,6.4,2,13,0,2,0,0,0,0
1,52,884,1113433140100,17.102,101.254,6042835.771,2133170.281,14.3,6.4,2,13,0,2,0,0,0,0
1,53,884,1113433140200,17.136,102.554,6042835.645,2133171.575,14.3,6.4,2,13,0,2,0,0,0,0
1,54,884,1113433140300,17.169,103.854,6042835.518,2133172.87,14.3,6.4,2,13,0,2,0,0,0,0
1,55,884,1113433140400,17.203,105.155,6042835.392,2133174.164,14.3,6.4,2,13,-0.06,2,0,0,0,0
1,56,884,1113433140500,17.236,106.455,6042835.265,2133175.458,14.3,6.4,2,12.98,-0.19,2,0,0,0,0
1,57,884,1113433140600,17.269,107.749,6042835.138,2133176.752,14.3,6.4,2,12.99,0.26,2,0,11,0,0
1,58,884,1113433140700,17.304,109.054,6042835.012,2133178.047,14.3,6.4,2,12.98,-0.33,2,0,11,0,0
1,59,884,1113433140800,17.338,110.379,6042834.885,2133179.341,14.3,6.4,2,12.67,-4.79,2,0,11,0,0
1,60,884,1113433140900,17.376,111.657,6042834.755,2133180.69,14.3,6.4,2,11.8,-11.2,2,0,11,0,0
1,61,884,1113433141000,17.393,112.747,6042834.628,2133181.847,14.3,6.4,2,10.31,-11.2,2,0,11,0,0
1,62,884,1113433141100,17.402,113.674,6042834.521,2133182.775,14.3,6.4,2,8.33,-11.2,2,0,11,0,0
1,63,884,1113433141200,17.412,114.413,6042834.44,2133183.503,14.3,6.4,2,6.36,-11.2,2,0,11,0,0
1,64,884,1113433141300,17.412,114.988,6042834.378,2133184.002,14.3,6.4,2,4.84,-11.2,2,0,11,0,0
1,65,884,1113433141400,17.394,115.375,6042834.321,2133184.309,14.3,6.4,2,3.96,-4.96,2,0,11,0,0
1,66,884,1113433141500,17.377,115.711,6042834.259,2133184.671,14.3,6.4,2,3.64,-0.28,2,0,11,0,0
1,67,884,1113433141600,17.361,116.067,6042834.197,2133185.033,14.3,6.4,2,3.64,0.49,2,0,11,0,0
1,68,884,1113433141700,17.345,116.437,6042834.136,2133185.395,14.3,6.4,2,3.67,0,2,0,11,0,0
1,69,884,1113433141800,17.328,116.804,6042834.074,2133185.757,14.3,6.4,2,3.67,0,2,0,11,0,0
1,70,884,1113433141900,17.312,117.17,6042834.013,2133186.118,14.3,6.4,2,3.67,0,2,0,11,0,0
1,71,884,1113433142000,17.296,117.537,6042833.951,2133186.48,14.3,6.4,2,3.67,0,2,0,11,0,0
1,72,884,1113433142100,17.28,117.903,6042833.89,2133186.842,14.3,6.4,2,3.67,0,2,0,11,0,0
1,73,884,1113433142200,17.263,118.27,6042833.828,2133187.204,14.3,6.4,2,3.67,0,2,0,11,0,0
1,74,884,1113433142300,17.247,118.637,6042833.766,2133187.566,14.3,6.4,2,3.67,0,2,0,11,0,0
1,75,884,1113433142400,17.231,119.004,6042833.705,2133187.928,14.3,6.4,2,3.67,0,2,0,11,0,0
1,76,884,1113433142500,17.214,119.37,6042833.643,2133188.289,14.3,6.4,2,3.67,0,2,0,11,0,0
1,77,884,1113433142600,17.199,119.737,6042833.582,2133188.651,14.3,6.4,2,3.67,0,2,0,11,0,0
1,78,884,1113433142700,17.182,120.104,6042833.52,2133189.013,14.3,6.4,2,3.67,0,2,0,11,0,0
1,79,884,1113433142800,17.165,120.47,6042833.458,2133189.375,14.3,6.4,2,3.67,0,2,0,11,0,0
1,80,884,1113433142900,17.15,120.837,6042833.397,2133189.737,14.3,6.4,2,3.67,0,2,0,11,0,0
1,81,884,1113433143000,17.133,121.204,6042833.335,2133190.099,14.3,6.4,2,3.67,0,2,0,11,0,0
1,82,884,1113433143100,17.117,121.57,6042833.274,2133190.46,14.3,6.4,2,3.67,0,2,0,11,0,0
1,83,884,1113433143200,17.101,121.937,6042833.212,2133190.822,14.3,6.4,2,3.67,0,2,0,11,0,0
1,84,884,1113433143300,17.085,122.304,6042833.151,2133191.184,14.3,6.4,2,3.67,0,2,0,11,0,0
1,85,884,1113433143400,17.068,122.67,6042833.089,2133191.546,14.3,6.4,2,3.67,0,2,0,11,0,0
1,86,884,1113433143500,17.052,123.037,6042833.027,2133191.908,14.3,6.4,2,3.67,0,2,0,11,0,0
1,87,884,1113433143600,17.036,123.403,6042832.966,2133192.27,14.3,6.4,2,3.67,0.08,2,0,11,0,0
1,88,884,1113433143700,17.019,123.772,6042832.904,2133192.632,14.3,6.4,2,3.68,0.02,2,0,11,0,0
1,89,884,1113433143800,17.004,124.143,6042832.843,2133192.993,14.3,6.4,2,3.64,-0.61,2,0,11,0,0
1,90,884,1113433143900,16.986,124.509,6042832.779,2133193.365,14.3,6.4,2,3.54,-1.38,2,0,11,0,0
1,91,884,1113433144000,16.97,124.854,6042832.719,2133193.712,14.3,6.4,2,3.44,-1.05,2,0,11,0,0
1,92,884,1113433144100,16.959,125.18,6042832.669,2133194.024,14.3,6.4,2,3.45,1.01,2,0,11,0,0
1,93,884,1113433144200,16.954,125.515,6042832.624,2133194.347,14.3,6.4,2,3.66,3.41,2,0,11,0,0
1,94,884,1113433144300,16.954,125.893,6042832.578,2133194.718,14.3,6.4,2,4.01,3.96,2,0,11,0,0
1,95,884,1113433144400,16.956,126.322,6042832.525,2133195.156,14.3,6.4,2,4.31,2.49,2,0,11,0,0
1,96,884,1113433144500,16.957,126.779,6042832.468,2133195.617,14.3,6.4,2,4.48,0.67,2,0,11,0,0
1,97,884,1113433144600,16.956,127.237,6042832.412,2133196.064,14.3,6.4,2,4.52,-0.17,2,0,11,0,0
1,98,884,1113433144700,16.957,127.688,6042832.357,2133196.51,14.3,6.4,2,4.51,-0.12,2,0,11,0,0
1,99,884,1113433144800,16.958,128.137,6042832.302,2133196.957,14.3,6.4,2,4.5,0,2,0,11,0,0
1,100,884,1113433144900,16.958,128.587,6042832.246,2133197.404,14.3,6.4,2,4.5,0,2,0,11,0,0
1,101,884,1113433145000,16.959,129.038,6042832.191,2133197.85,14.3,6.4,2,4.5,0,2,0,11,0,0
1,102,884,1113433145100,16.959,129.488,6042832.136,2133198.297,14.3,6.4,2,4.49,-0.15,2,0,11,0,0
1,103,884,1113433145200,16.96,129.937,6042832.081,2133198.743,14.3,6.4,2,4.47,-0.22,2,0,11,0,0
1,104,884,1113433145300,16.96,130.377,6042832.025,2133199.19,14.3,6.4,2,4.51,0.7,2,0,11,0,0
1,105,884,1113433145400,16.983,130.815,6042831.994,2133199.623,14.3,6.4,2,4.73,3.36,2,0,11,0,0
1,106,884,1113433145500,16.905,131.282,6042831.86,2133200.065,14.3,6.4,2,5.24,6.83,2,0,11,0,0
1,107,884,1113433145600,16.798,131.827,6042831.688,2133200.583,14.3,6.4,2,5.99,8.63,2,0,11,0,0
1,108,884,1113433145700,16.613,132.477,6042831.423,2133201.213,14.3,6.4,2,6.74,7.13,2,0,11,0,0
1,109,884,1113433145800,16.506,133.21,6042831.224,2133201.939,14.3,6.4,2,7.27,3.59,2,0,11,0,0
1,110,884,1113433145900,16.438,133.975,6042831.061,2133202.698,14.3,6.4,2,7.51,0.69,2,0,11,0,0
1,111,884,1113433146000,16.465,134.738,6042830.995,2133203.446,14.3,6.4,2,7.54,-0.35,2,0,11,0,0
1,112,884,1113433146100,16.466,135.489,6042830.903,2133204.19,14.3,6.4,2,7.51,-0.21,2,0,11,0,0
1,113,884,1113433146200,16.467,136.238,6042830.811,2133204.934,14.3,6.4,2,7.5,0,2,0,11,0,0
1,114,884,1113433146300,16.467,136.988,6042830.718,2133205.679,14.3,6.4,2,7.5,0,2,0,11,0,0
1,115,884,1113433146400,16.468,137.738,6042830.626,2133206.423,14.3,6.4,2,7.5,0,2,0,11,0,0
1,116,884,1113433146500,16.469,138.488,6042830.534,2133207.167,14.3,6.4,2,7.5,0,2,0,11,0,0
1,117,884,1113433146600,16.47,139.238,6042830.442,2133207.911,14.3,6.4,2,7.5,0,2,0,11,0,0
1,118,884,1113433146700,16.471,139.988,6042830.35,2133208.656,14.3,6.4,2,7.5,0,2,0,11,0,0
1,119,884,1113433146800,16.472,140.738,6042830.258,2133209.4,14.3,6.4,2,7.5,0,2,0,11,0,0
1,120,884,1113433146900,16.473,141.488,6042830.166,2133210.144,14.3,6.4,2,7.5,0,2,0,11,0,0
1,121,884,1113433147000,16.474,142.238,6042830.074,2133210.889,14.3,6.4,2,7.5,0,2,0,11,0,0
1,122,884,1113433147100,16.474,142.988,6042829.981,2133211.633,14.3,6.4,2,7.5,-0.07,2,0,11,0,0
1,123,884,1113433147200,16.475,143.738,6042829.889,2133212.377,14.3,6.4,2,7.49,-0.12,2,0,11,0,0
1,124,884,1113433147300,16.476,144.483,6042829.797,2133213.122,14.3,6.4,2,7.5,0.28,2,0,11,0,0
1,125,884,1113433147400,16.474,145.227,6042829.703,2133213.858,14.3,6.4,2,7.6,1.51,2,0,11,0,0
1,126,884,1113433147500,16.475,145.984,6042829.611,2133214.602,14.3,6.4,2,7.83,3.06,2,0,11,0,0
1,127,884,1113433147600,16.49,146.777,6042829.529,2133215.386,14.3,6.4,2,8.15,3.7,2,0,11,0,0
1,128,884,1113433147700,16.526,147.615,6042829.461,2133216.221,14.3,6.4,2,8.46,2.85,2,0,11,0,0
1,129,884,1113433147800,16.576,148.486,6042829.403,2133217.096,14.3,6.4,2,8.67,1.29,2,0,11,0,0
1,130,884,1113433147900,16.63,149.367,6042829.347,2133217.978,14.3,6.4,2,8.75,0.2,2,0,11,0,0
1,131,884,1113433148000,16.68,150.246,6042829.289,2133218.853,14.3,6.4,2,8.76,-0.12,2,0,11,0,0
1,132,884,1113433148100,16.73,151.122,6042829.231,2133219.727,14.3,6.4,2,8.75,-0.07,2,0,11,0,0
1,133,884,1113433148200,16.782,151.997,6042829.174,2133220.602,14.3,6.4,2,8.75,0,2,0,11,0,0
1,134,884,1113433148300,16.832,152.871,6042829.116,2133221.476,14.3,6.4,2,8.75,0,2,0,11,0,0
1,135,884,1113433148400,16.883,153.747,6042829.058,2133222.351,14.3,6.4,2,8.75,0,2,0,11,0,0
1,136,884,1113433148500,16.933,154.621,6042829,2133223.225,14.3,6.4,2,8.75,0,2,0,11,0,0
1,137,884,1113433148600,16.983,155.497,6042828.942,2133224.1,14.3,6.4,2,8.75,0,2,0,11,0,0
1,138,884,1113433148700,17.034,156.372,6042828.884,2133224.974,14.3,6.4,2,8.75,0,2,0,11,0,0
1,139,884,1113433148800,17.084,157.246,6042828.826,2133225.849,14.3,6.4,2,8.75,0,2,0,11,0,0
1,140,884,1113433148900,17.135,158.121,6042828.769,2133226.723,14.3,6.4,2,8.75,0,2,0,11,0,0
1,141,884,1113433149000,17.186,158.996,6042828.711,2133227.598,14.3,6.4,2,8.75,0,2,0,11,0,0
1,142,884,1113433149100,17.236,159.872,6042828.653,2133228.472,14.3,6.4,2,8.74,-0.09,2,0,11,0,0
1,143,884,1113433149200,17.286,160.746,6042828.595,2133229.347,14.3,6.4,2,8.73,-0.18,2,0,11,0,0
1,144,884,1113433149300,17.337,161.615,6042828.537,2133230.221,14.3,6.4,2,8.75,0.37,2,0,11,0,0
1,145,884,1113433149400,17.393,162.481,6042828.486,2133231.086,14.3,6.4,2,8.88,2.01,2,0,11,0,0
1,146,884,1113433149500,17.444,163.365,6042828.429,2133231.96,14.3,6.4,2,9.19,4.11,2,0,11,0,0
1,147,884,1113433149600,17.465,164.297,6042828.335,2133232.884,14.3,6.4,2,9.63,5.11,2,0,11,0,0
1,148,884,1113433149700,17.445,165.291,6042828.192,2133233.871,14.3,6.4,2,10.07,4.09,2,0,11,0,0
1,149,884,1113433149800,17.395,166.332,6042828.013,2133234.908,14.3,6.4,2,10.37,1.99,2,0,11,0,0
1,150,884,1113433149900,17.34,167.391,6042827.828,2133235.953,14.3,6.4,2,10.5,0.36,2,0,11,0,0
1,151,884,1113433150000,17.291,168.447,6042827.649,2133236.989,14.3,6.4,2,10.52,-0.19,2,0,11,0,0
1,152,884,1113433150100,17.242,169.497,6042827.471,2133238.025,14.3,6.4,2,10.5,-0.1,2,0,11,0,0
1,153,884,1113433150200,17.192,170.546,6042827.292,2133239.06,14.3,6.4,2,10.5,0,2,0,11,0,0
1,154,884,1113433150300,17.142,171.596,6042827.113,2133240.096,14.3,6.4,2,10.5,0,2,0,11,0,0
1,155,884,1113433150400,17.093,172.646,6042826.935,2133241.132,14.3,6.4,2,10.5,0,2,0,11,0,0
1,156,884,1113433150500,17.043,173.696,6042826.756,2133242.168,14.3,6.4,2,10.5,0,2,0,11,0,0
1,157,884,1113433150600,16.995,174.746,6042826.578,2133243.204,14.3,6.4,2,10.5,0,2,0,11,0,0
1,158,884,1113433150700,16.945,175.796,6042826.399,2133244.24,14.3,6.4,2,10.5,0,2,0,11,0,0
1,159,884,1113433150800,16.895,176.847,6042826.22,2133245.276,14.3,6.4,2,10.5,0,2,0,11,0,0
1,160,884,1113433150900,16.846,177.897,6042826.042,2133246.312,14.3,6.4,2,10.5,-0.02,2,0,11,0,0
1,161,884,1113433151000,16.796,178.947,6042825.863,2133247.348,14.3,6.4,2,10.5,-0.02,2,0,11,0,0
1,162,884,1113433151100,16.748,179.998,6042825.685,2133248.384,14.3,6.4,2,10.48,-0.21,2,0,11,0,0
1,163,884,1113433151200,16.698,181.046,6042825.506,2133249.419,14.3,6.4,2,10.46,-0.37,2,0,11,0,0
1,164,884,1113433151300,16.648,182.081,6042825.327,2133250.455,14.3,6.4,2,10.51,1.08,2,0,11,0,0
1,165,884,1113433151400,16.595,183.114,6042825.148,2133251.467,14.3,6.4,2,10.83,4.76,2,0,11,0,0
1,166,884,1113433151500,16.545,184.192,6042824.969,2133252.502,14.3,6.4,2,11.52,9.17,2,0,11,0,0
1,167,884,1113433151600,16.52,185.374,6042824.796,2133253.685,14.3,6.4,2,12.51,11.2,2,0,11,0,0
1,168,884,1113433151700,16.514,186.693,6042824.629,2133254.98,14.3,6.4,2,13.49,9.17,2,0,11,0,0
1,169,884,1113433151800,16.531,188.116,6042824.467,2133256.423,14.3,6.4,2,14.18,4.75,2,0,11,0,0
1,170,884,1113433151900,16.552,189.584,6042824.306,2133257.889,14.3,6.4,2,14.5,1.06,2,0,11,0,0
1,171,884,1113433152000,16.569,191.05,6042824.144,2133259.331,14.3,6.4,2,14.55,-0.38,2,0,11,0,0
1,172,884,1113433152100,16.587,192.502,6042823.983,2133260.773,14.3,6.4,2,14.52,-0.2,2,0,11,0,0
1,173,884,1113433152200,16.605,193.952,6042823.821,2133262.215,14.3,6.4,2,14.51,0,2,0,11,0,0
1,174,884,1113433152300,16.622,195.403,6042823.659,2133263.657,14.3,6.4,2,14.51,0,2,0,11,0,0
1,175,884,1113433152400,16.639,196.854,6042823.497,2133265.099,14.3,6.4,2,14.51,0,2,0,11,0,0
1,176,884,1113433152500,16.657,198.305,6042823.336,2133266.541,14.3,6.4,2,14.51,0,2,0,11,0,0
1,177,884,1113433152600,16.674,199.756,6042823.174,2133267.983,14.3,6.4,2,14.51,0,2,0,11,0,0
1,178,884,1113433152700,16.692,201.207,6042823.012,2133269.425,14.3,6.4,2,14.51,0,2,0,11,0,0
1,179,884,1113433152800,16.709,202.658,6042822.85,2133270.867,14.3,6.4,2,14.51,0.03,2,0,11,0,0
1,180,884,1113433152900,16.726,204.109,6042822.688,2133272.309,14.3,6.4,2,14.52,0.05,2,0,11,0,0
1,181,884,1113433153000,16.743,205.561,6042822.526,2133273.751,14.3,6.4,2,14.52,0,2,0,11,0,0
1,182,884,1113433153100,16.761,207.013,6042822.365,2133275.193,14.3,6.4,2,14.52,-0.05,2,0,11,0,0
1,183,884,1113433153200,16.778,208.465,6042822.203,2133276.635,14.3,6.4,2,14.51,-0.07,2,0,11,0,0
1,184,884,1113433153300,16.795,209.915,6042822.041,2133278.076,14.3,6.4,2,14.51,-0.03,2,0,11,0,0
1,185,884,1113433153400,16.812,211.365,6042821.879,2133279.518,14.3,6.4,2,14.51,0.02,2,0,11,0,0
1,186,884,1113433153500,16.83,212.816,6042821.718,2133280.96,14.3,6.4,2,14.51,0.02,2,0,11,0,0
1,187,884,1113433153600,16.847,214.267,6042821.556,2133282.402,14.3,6.4,2,14.51,0,2,0,11,0,0
1,188,884,1113433153700,16.864,215.718,6042821.394,2133283.844,14.3,6.4,2,14.51,0,2,0,11,0,0
1,189,884,1113433153800,16.88,217.169,6042821.232,2133285.286,14.3,6.4,2,14.51,0,2,0,11,0,0
1,190,884,1113433153900,16.898,218.62,6042821.071,2133286.728,14.3,6.4,2,14.51,0,2,0,11,0,0
1,191,884,1113433154000,16.915,220.071,6042820.909,2133288.17,14.3,6.4,2,14.51,0,2,0,11,0,0
1,192,884,1113433154100,16.932,221.522,6042820.747,2133289.612,14.3,6.4,2,14.51,0,2,0,11,0,0
